,N,k1,k2,theta,intercept,coefs,accuracy,auroc,aupr,process_time,wall_time,size_G,size_H,avg_G,avg_H,avg_R_G,avg_R_H
11,1000,5.0,5.0,0.1,0.0,9.357544433310121,0.4670669256577786,0.43206702656328,0.41085612369515356,0.03625484500000198,0.036255598068237305,2909.0,3361.0,5.818,6.722,11.904,11.962
12,1000,5.0,5.0,0.2,0.0,9.702977604038718,0.4512851165570831,0.397016803761144,0.39575097580950447,0.034769630999988976,0.03477048873901367,2909.0,3361.0,5.818,6.722,11.164,11.414
13,1000,5.0,5.0,0.30000000000000004,0.0,8.65039806793164,0.4291311362064992,0.3656848415318919,0.3705135518192614,0.03293265800000711,0.03293323516845703,2909.0,3361.0,5.818,6.722,10.51,10.708
14,1000,5.0,5.0,0.4,0.0,6.713453526437178,0.4033635878270155,0.3207318475434229,0.35232632278994963,0.033104459000000475,0.033104896545410156,2909.0,3361.0,5.818,6.722,9.852,10.18
15,1000,5.0,5.0,0.5,0.0,5.440369099057694,0.39114391143911437,0.3063243006262414,0.34997414533416166,0.03164417099999639,0.031644582748413086,2909.0,3361.0,5.818,6.722,9.286,9.758
16,1000,5.0,5.0,0.6000000000000001,0.0,4.376410781597129,0.37000783085356304,0.25578655796351596,0.33164831880712375,0.03221055400000239,0.0322110652923584,2909.0,3361.0,5.818,6.722,8.542,9.106
17,1000,5.0,5.0,0.7000000000000001,0.0,3.4872212946120857,0.3373368146214099,0.1984427221768994,0.3115667443000552,0.031768998999993414,0.0317692756652832,2909.0,3361.0,5.818,6.722,7.872,8.498
18,1000,5.0,5.0,0.8,0.0,2.646469346154963,0.34248788368336025,0.18016161361421318,0.3038392616955236,0.0313720669999924,0.031373023986816406,2909.0,3361.0,5.818,6.722,7.156,7.86
19,1000,5.0,5.0,0.9,0.0,2.0053858452318907,0.2987012987012987,0.09577472293265131,0.27807482215856033,0.029591116000005968,0.02959156036376953,2909.0,3361.0,5.818,6.722,6.498,7.274
20,1000,5.0,5.0,,,,,,,,,,,,,,
21,1000,5.0,5.0,0.1,0.0,9.158070696791508,0.46390374331550804,0.4396779481161209,0.42898520854762956,0.06800303999999358,0.06800389289855957,2773.0,3019.0,5.546,6.038,11.012,11.044
22,1000,5.0,5.0,0.2,0.0,9.655612875866296,0.434433347807208,0.3997131742272768,0.4017274480255958,0.030718341000010696,0.03071880340576172,2773.0,3019.0,5.546,6.038,10.396,10.4
23,1000,5.0,5.0,0.30000000000000004,0.0,8.616772385289476,0.42427973405565134,0.3664630454920096,0.3858056236899866,0.03192445500000929,0.03192543983459473,2773.0,3019.0,5.546,6.038,9.806,9.9
24,1000,5.0,5.0,0.4,0.0,7.217960108652997,0.4067217317003703,0.33925724143308256,0.37943034706969114,0.03058389000000261,0.03058457374572754,2773.0,3019.0,5.546,6.038,9.178,9.428
25,1000,5.0,5.0,0.5,0.0,5.836046741861369,0.3771839671120247,0.30449464467468257,0.3590749882423076,0.029117260000006695,0.029117584228515625,2773.0,3019.0,5.546,6.038,8.592,8.83
26,1000,5.0,5.0,0.6000000000000001,0.0,4.545546762407028,0.3470967741935484,0.26586851599858885,0.34516398934814463,0.03042695599999945,0.030427217483520508,2773.0,3019.0,5.546,6.038,7.964,8.27
27,1000,5.0,5.0,0.7000000000000001,0.0,3.992748808010449,0.3327625570776256,0.24240156799899445,0.3255812874751032,0.03173821699999735,0.0317385196685791,2773.0,3019.0,5.546,6.038,7.418,7.67
28,1000,5.0,5.0,0.8,0.0,3.094214533631138,0.28378378378378377,0.19199350649350647,0.33628744279401307,0.029282304000005865,0.029282808303833008,2773.0,3019.0,5.546,6.038,6.666,7.138
29,1000,5.0,5.0,0.9,0.0,2.5185873971493278,0.2785714285714286,0.166264012987179,0.31520346042526703,0.02948184100000617,0.029482364654541016,2773.0,3019.0,5.546,6.038,6.132,6.572
30,1000,5.0,5.0,,,,,,,,,,,,,,
31,1000,5.0,5.0,0.1,0.0,8.944512898147073,0.4532648010660575,0.4288796598873738,0.4570866591559362,0.03521805799999811,0.03521919250488281,2994.0,2827.0,5.988,5.654,11.096,11.052
32,1000,5.0,5.0,0.2,0.0,10.140210806310849,0.4270833333333333,0.3891798317455173,0.43192566981356434,0.03323235499999555,0.033232927322387695,2994.0,2827.0,5.988,5.654,10.58,10.47
33,1000,5.0,5.0,0.30000000000000004,0.0,8.991338943874364,0.40763247447739426,0.35633330295976606,0.4202514731260813,0.06540991399999996,0.06541109085083008,2994.0,2827.0,5.988,5.654,9.946,9.924
34,1000,5.0,5.0,0.4,0.0,6.985928994844757,0.38492290119931466,0.31362028927325925,0.39361908639871857,0.03195525700000701,0.031955718994140625,2994.0,2827.0,5.988,5.654,9.398,9.248
35,1000,5.0,5.0,0.5,0.0,5.512729736875169,0.3378099173553719,0.26603370782251523,0.3733460883401894,0.03107718199998999,0.03107762336730957,2994.0,2827.0,5.988,5.654,8.832,8.618
36,1000,5.0,5.0,0.6000000000000001,0.0,4.894540263228911,0.3274903805044891,0.24391573228782532,0.3754662817163611,0.030094966999996586,0.030095338821411133,2994.0,2827.0,5.988,5.654,8.224,8.096
37,1000,5.0,5.0,0.7000000000000001,0.0,3.8777373928046646,0.29188558085230587,0.20373032842619218,0.3611954951223172,0.028481298999992077,0.028481721878051758,2994.0,2827.0,5.988,5.654,7.632,7.436
38,1000,5.0,5.0,0.8,0.0,3.4108533855833634,0.2506203473945409,0.14959728407279124,0.3578634278936186,0.0297567770000029,0.02975749969482422,2994.0,2827.0,5.988,5.654,7.116,6.944
39,1000,5.0,5.0,0.9,0.0,2.5925203488516955,0.18848167539267016,0.08777970067761906,0.32433034880977557,0.02725562899999545,0.027256011962890625,2994.0,2827.0,5.988,5.654,6.55,6.238
40,1000,5.0,5.0,,,,,,,,,,,,,,
41,1000,5.0,5.0,0.1,0.0,9.607879892835854,0.4723227206946454,0.4433261874618535,0.4232094921905044,0.03682218199999454,0.03682303428649902,2892.0,3258.0,5.784,6.516,11.654,11.702
